user_id,event_type,product_id,amount,date,time
U0289,search,P017,1979.27,2023-06-04,19:13:00
U0144,profile_update,P021,2874.62,2023-06-03,22:28:00
U0348,page_view,P001,2156.83,2023-06-04,05:37:00
U0181,profile_update,P023,860.8,2023-06-05,21:44:00
U0242,logout,P017,2923.68,2023-06-04,17:15:00
U0318,wishlist_add,P011,787.61,2023-06-03,16:06:00
U0223,checkout,P015,1759.74,2023-06-01,14:31:00
U0323,logout,P013,944.67,2023-06-06,11:35:00
U0329,logout,P002,720.37,2023-06-04,08:08:00
U0179,search,P030,309.46,2023-06-05,17:56:00
U0376,login,P009,2762.25,2023-06-06,09:30:00
U0391,checkout,P015,1687.7,2023-06-04,14:50:00
U0272,add_to_cart,P002,728.84,2023-06-05,03:11:00
U0257,login,P009,1729.26,2023-06-05,17:07:00
U0253,logout,P007,1637.07,2023-06-02,22:00:00
U0222,page_view,P030,2854.36,2023-06-04,21:15:00
U0116,checkout,P004,2395.71,2023-06-06,09:39:00
U0361,add_to_cart,P015,2389.34,2023-06-04,18:07:00
U0304,add_to_cart,P009,103.77,2023-06-06,01:14:00
U0027,search,P008,729.04,2023-06-04,13:53:00
