user_id,event_type,event_time,product_id,amount,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50
U0279,checkout,2023-06-06 02:28,P007,,B,,590,B,78.86,72,B,,453,C,88.27,,,,520,B,98.84,292,B,47.17,,A,52.05,30,C,9.9,91,A,45.02,224,B,31.16,,C,86.34,717,,,349,A,,316,,45.03,
U0118,profile_update,2023-06-02 01:27,P004,,C,,912,,,430,A,72.39,870,B,84.98,556,B,87.6,882,A,32.61,389,,,753,,84.13,389,,36.66,,C,92.75,615,C,95.3,558,,79.2,809,C,,626,B,16.23,,,28.37,184
U0236,add_to_cart,2023-06-01 11:49,P001,,A,87.51,211,B,,,,82.4,,,43.63,,,47.32,744,,40.17,532,C,49.91,,C,0.93,,,75.55,589,,41.98,109,C,,715,A,63.09,93,C,48.16,,B,67.46,224,,,
U0392,logout,2023-06-05 22:30,P022,2580.84,,,131,A,68.23,,,86.0,,C,70.51,517,B,,210,A,,,C,72.29,,B,,450,,,,A,32.0,203,B,2.73,32,,62.26,387,C,80.47,660,B,87.53,916,C,,663
U0068,login,2023-06-06 13:15,P010,1247.75,B,87.61,664,B,,457,C,57.52,,A,77.57,702,C,,,A,,,B,73.79,,,,,,,624,B,,234,A,47.21,195,,96.17,,,40.85,230,,31.91,197,B,97.85,
U0229,profile_update,2023-06-03 00:28,P003,,B,,229,C,34.32,321,C,16.92,300,,33.36,12,B,,377,A,,,A,,851,A,6.59,,B,,237,A,13.82,445,A,74.81,637,,5.68,650,C,55.32,890,B,51.17,,C,25.31,593
U0298,add_to_cart,2023-06-05 18:43,P020,2928.89,C,57.44,417,A,,930,C,61.92,,A,32.53,81,,,,B,,433,C,94.94,,C,,,B,46.01,189,,16.05,76,C,1.43,330,A,44.18,374,C,34.97,619,,24.62,,C,87.6,901
U0160,checkout,2023-06-04 08:25,P006,,A,,336,,83.15,181,,,711,A,,826,C,9.62,388,C,36.78,,C,99.45,,B,49.87,725,,76.85,,B,26.38,59,,,,A,31.0,,A,61.42,853,B,44.51,810,B,70.48,810
U0170,page_view,2023-06-06 15:04,P020,,C,77.46,318,C,47.67,607,A,63.3,569,C,41.83,,B,,428,B,93.02,633,C,,,A,12.49,20,C,73.97,,,,29,,37.99,976,C,98.28,,,56.59,121,,8.81,719,,47.64,555
U0074,profile_update,2023-06-05 12:48,P003,1470.82,A,82.7,576,B,68.89,,A,32.39,,B,23.75,7,,,,A,,481,B,,,C,56.75,368,,,407,A,32.49,749,B,77.76,,C,44.85,,C,46.94,,A,62.54,174,A,69.16,127
U0372,wishlist_add,2023-06-01 12:47,P027,2427.35,,,870,B,75.5,938,C,19.74,,C,,,,90.95,421,A,9.11,990,,,242,,75.3,,B,21.34,,A,81.65,,,20.02,701,C,,,C,10.05,516,A,45.19,,,,
U0033,logout,2023-06-04 23:15,P002,,,28.52,530,C,69.41,,,49.53,593,,89.05,558,A,,934,A,,401,C,38.45,758,,67.37,,,,,,,198,,,908,C,,59,A,70.02,827,C,94.78,,C,,
U0366,login,2023-06-04 14:07,P017,,,,43,A,44.98,163,C,58.59,427,A,,241,A,41.27,,,,808,C,79.14,305,B,71.05,603,B,,949,,,,B,9.98,395,C,,,,,334,B,,,C,92.4,517
U0350,login,2023-06-04 21:45,P019,,A,43.06,445,C,88.56,205,,81.37,728,B,67.33,907,C,95.63,44,C,1.77,620,,,161,B,42.33,235,,,140,B,,811,C,57.79,78,,,383,,76.73,,C,76.24,410,A,80.2,
U0247,add_to_cart,2023-06-06 02:06,P025,,,,241,,,187,A,14.49,143,A,25.84,108,C,48.55,,,,,A,,87,B,88.81,714,B,,411,B,6.3,908,,82.26,670,A,64.29,,C,,788,A,,,B,8.12,
U0376,wishlist_add,2023-06-02 08:13,P025,,A,11.05,,,30.77,,B,34.4,,A,,452,A,75.6,629,,80.0,,B,43.1,420,B,,725,B,51.84,95,C,,350,B,3.19,,,74.58,965,A,18.65,553,A,,489,C,,204
U0347,page_view,2023-06-05 01:00,P005,,,20.89,542,C,98.81,,B,90.0,,A,78.32,,C,3.83,,,,507,B,20.84,290,,76.19,120,A,43.06,214,A,34.71,501,A,36.48,,,29.49,293,B,,282,B,,653,,40.55,698
U0186,page_view,2023-06-03 17:04,P023,1858.0,A,90.15,16,C,36.27,894,,51.62,572,A,22.36,572,B,53.0,987,,,,,96.76,806,C,86.07,,B,3.83,18,A,23.52,1,B,98.54,446,A,11.32,915,C,,,,82.85,190,,98.35,146
U0276,add_to_cart,2023-06-05 08:30,P014,,,80.33,818,B,,269,A,2.39,,B,51.03,,A,75.65,423,C,49.8,869,A,,603,B,,,A,99.1,,A,53.09,830,,20.44,,B,91.78,,,79.75,559,B,1.4,,,28.98,
U0076,profile_update,2023-06-06 13:05,P021,1473.92,,,718,C,45.53,563,,,614,A,42.66,853,A,58.07,,B,37.85,,B,23.74,580,,,605,A,,408,,,,C,,996,,72.55,,A,,574,B,40.18,,A,11.37,
U0222,login,2023-06-03 05:59,P003,602.12,C,,,A,,820,A,56.61,64,A,72.38,,,37.88,,,16.77,895,C,8.71,669,C,,96,C,21.3,523,B,83.0,44,,4.73,,,92.02,329,C,,389,C,46.15,356,B,6.64,272
U0243,profile_update,2023-06-06 11:08,P006,2994.65,B,4.79,,C,33.59,451,A,52.81,,,77.07,25,,31.71,395,A,69.76,846,B,23.9,563,A,,,B,36.28,798,C,52.36,,A,84.12,,,91.68,205,C,93.06,,A,85.95,,,99.36,478
U0239,checkout,2023-06-02 15:38,P030,,B,,,B,53.85,433,B,14.89,636,B,21.4,589,A,51.47,442,A,33.61,,A,67.33,232,B,33.77,985,B,54.79,632,A,47.78,747,C,77.59,,C,87.42,244,C,84.54,223,C,49.46,359,,71.03,552
U0241,login,2023-06-02 21:19,P003,,C,71.37,863,A,54.37,289,,37.19,287,C,,86,C,0.92,,B,31.77,754,C,50.06,,C,62.49,,C,39.29,95,B,29.04,24,A,,843,C,29.4,63,,,752,B,4.14,,,2.78,881
U0066,logout,2023-06-04 14:23,P026,,A,22.01,567,A,65.4,5,B,,915,A,,191,A,,937,,0.36,214,A,37.18,251,,13.48,904,A,74.69,598,B,45.31,292,B,,466,A,,613,C,,,C,37.06,448,C,,988
U0038,search,2023-06-03 15:19,P030,1080.93,A,,62,B,13.69,799,C,19.34,742,A,97.32,530,C,57.93,894,C,1.67,,B,27.15,127,A,47.37,746,C,38.77,,,,,B,17.26,627,,,168,,,511,,12.3,723,A,,498
U0106,checkout,2023-06-01 14:55,P004,748.52,A,98.8,542,B,33.49,992,A,49.29,,C,,,A,2.22,790,A,83.54,204,,58.49,269,A,73.35,819,,91.92,681,,64.04,,,18.41,151,B,38.65,842,A,15.66,556,A,85.51,,C,,291
U0103,add_to_cart,2023-06-02 21:35,P027,,B,36.22,472,B,73.76,92,,37.99,116,A,,262,C,86.65,,,50.64,619,C,13.43,432,C,,811,C,53.3,404,A,71.74,345,,,823,C,,676,B,95.75,145,B,,,,42.25,933
U0272,profile_update,2023-06-06 11:49,P027,,A,30.06,778,A,72.35,863,B,75.83,,B,,490,A,17.03,885,,89.75,,C,,,,,220,C,77.88,293,A,,,B,,266,A,,525,,,823,C,9.7,949,B,18.47,
U0090,search,2023-06-04 02:52,P007,,,79.61,719,C,46.92,283,B,,798,,,997,C,3.9,,,79.9,,A,,,B,23.38,,C,9.38,630,A,3.64,675,B,32.19,916,A,,145,A,55.24,,A,44.15,692,,63.48,117
U0321,profile_update,2023-06-03 18:37,P008,1212.53,C,21.81,,B,89.11,,B,22.94,,A,11.39,291,,,,A,22.21,689,A,41.84,518,B,62.73,837,B,10.38,,,,150,B,,575,B,,,,51.88,619,,35.93,448,C,78.15,
U0238,add_to_cart,2023-06-03 02:39,P015,,A,96.22,,A,75.34,397,B,52.97,288,C,,,,13.39,172,A,57.47,987,,,779,,3.18,27,,36.28,,,10.06,,B,,,A,7.17,542,C,54.25,671,A,57.44,677,,73.03,
U0317,page_view,2023-06-02 08:08,P018,1580.27,A,,,C,,978,,57.4,656,A,,174,C,3.12,543,A,65.76,252,B,58.72,641,B,96.72,891,B,,263,,,453,,,717,,,,C,,210,C,78.6,867,,,300
U0376,add_to_cart,2023-06-04 15:48,P019,2925.51,B,70.28,944,B,48.91,,,,55,,73.43,718,A,35.11,153,,,741,C,43.5,,B,85.29,870,A,,56,B,52.99,57,A,22.16,,A,,952,B,,471,C,98.09,968,B,,
U0216,search,2023-06-01 17:38,P014,2993.67,B,25.16,,C,12.12,716,C,,291,B,,,B,,678,A,11.77,712,,14.96,357,C,37.36,709,B,52.03,664,B,47.02,529,A,,921,C,88.12,,A,78.03,,,,225,,32.9,254
U0200,checkout,2023-06-01 20:14,P021,2299.88,,29.86,229,A,30.09,18,C,73.23,,A,71.46,,A,,,A,81.08,556,B,,104,,85.86,,B,22.76,,,77.64,14,C,0.06,56,A,90.96,773,C,38.59,,A,,380,A,16.59,339
U0355,search,2023-06-06 13:59,P022,2222.99,,40.51,191,A,82.22,,,37.18,657,A,88.24,491,B,,29,,19.65,826,A,8.39,197,B,,874,B,55.44,434,,,,C,,,A,47.6,238,A,32.92,719,B,49.65,598,B,,
U0202,search,2023-06-04 07:54,P015,,B,,,,,125,A,83.22,754,A,23.06,262,B,0.39,50,A,71.0,656,,,895,,,,,,,A,,856,,,264,C,73.22,336,,12.66,627,B,,,C,,746
U0155,logout,2023-06-03 14:19,P022,515.32,C,81.06,3,A,78.32,929,A,75.68,186,B,32.33,147,,,695,C,,988,A,,515,A,,,B,,937,A,,110,B,55.75,408,A,97.4,847,,41.38,838,A,,106,C,,
U0152,search,2023-06-02 05:54,P023,2346.28,C,83.81,445,B,22.35,491,C,43.39,840,A,,496,,59.32,114,C,95.99,949,,,215,,,,B,69.67,131,C,9.37,438,,33.69,893,B,92.95,221,A,38.82,,C,8.94,,C,42.52,
U0214,page_view,2023-06-05 12:57,P010,1723.9,B,90.91,,A,,828,C,34.16,785,C,70.2,648,B,80.94,679,,,,A,47.71,,A,,,A,76.54,935,,91.85,,,,859,,23.39,,B,,901,,,419,C,,393
U0308,checkout,2023-06-04 09:07,P014,1737.31,A,2.99,,A,,528,A,18.43,12,B,97.25,456,,,875,C,,725,,,174,A,,,,,,A,,535,A,14.83,25,B,,325,,,,C,65.57,548,C,71.98,199
U0051,page_view,2023-06-01 15:48,P018,,B,71.44,510,,,,A,,246,B,56.14,280,A,29.21,,B,,818,A,43.38,,C,36.92,673,B,,15,,,873,,10.85,208,B,62.39,148,A,48.73,840,A,18.87,355,,,416
U0107,login,2023-06-06 06:13,P003,,C,,401,B,,32,B,,457,,80.26,345,C,89.45,514,B,8.57,771,,46.13,179,A,76.17,773,B,,505,B,46.68,540,B,,993,C,,,B,92.47,77,B,,421,C,30.72,503
U0046,profile_update,2023-06-03 19:35,P019,2390.05,C,88.57,,A,,790,C,72.47,558,A,58.88,692,A,43.49,336,C,23.85,45,C,,364,B,,519,B,46.5,305,C,41.28,,A,89.44,,B,,,A,58.46,,B,41.36,383,,19.07,
U0087,profile_update,2023-06-06 12:02,P006,2911.01,C,26.89,111,B,,66,,84.49,,A,,144,,49.67,,A,,874,B,60.75,,A,70.16,659,,10.6,455,C,30.11,,B,,919,B,,348,A,20.51,874,C,56.57,,,81.53,645
U0162,profile_update,2023-06-04 06:41,P012,,B,28.98,37,B,85.2,,,38.72,717,C,8.09,,,28.5,124,B,21.59,,B,83.01,,C,85.81,180,B,38.39,330,C,8.43,534,B,57.75,423,A,,,,83.74,511,C,21.47,776,,46.42,219
U0024,login,2023-06-04 21:06,P021,,C,4.46,660,,,,B,,587,,,672,,,,C,73.82,128,A,94.45,40,A,,544,A,13.43,97,A,,,C,0.34,,,,554,A,,,B,,57,,,990
U0122,logout,2023-06-04 08:51,P009,,B,55.49,287,C,77.73,852,,89.38,155,C,9.96,434,A,27.58,87,,18.65,748,A,80.02,,A,44.24,217,C,,156,,99.67,,A,78.23,,B,,664,A,,,,56.8,,A,43.39,969
U0125,login,2023-06-04 06:35,P011,493.32,C,34.67,929,B,7.15,475,C,22.84,31,B,88.31,324,A,18.92,422,,46.3,603,,37.44,430,C,23.41,583,A,,,C,72.25,,,53.3,767,C,29.42,947,B,53.54,,,,,B,,
U0117,add_to_cart,2023-06-04 21:29,P022,,C,25.3,822,A,18.36,921,C,,691,,76.06,925,,16.18,689,B,40.13,18,,2.98,713,C,,248,,,913,A,,531,,,59,B,70.0,693,B,64.56,21,A,15.15,879,C,,534
U0128,checkout,2023-06-04 06:36,P024,876.93,A,73.14,603,A,30.78,133,B,5.51,984,B,88.17,242,C,,152,A,63.74,325,B,70.09,339,,99.07,553,B,8.8,304,,58.9,546,A,,937,A,59.39,244,B,,939,,38.35,75,B,31.47,763
U0289,page_view,2023-06-05 19:57,P017,2919.08,B,69.88,140,A,,137,,17.18,,,40.83,,,72.16,,C,75.37,599,B,82.59,,C,,,A,43.45,781,B,16.01,7,C,99.55,937,A,95.37,,B,,223,,66.81,61,,,
U0214,add_to_cart,2023-06-06 10:28,P002,,A,,217,A,27.16,,B,4.46,639,C,,29,C,77.4,474,,82.75,338,B,,874,A,,663,B,,695,B,63.38,62,,27.44,889,C,,816,,66.82,,C,,367,B,41.33,
U0202,login,2023-06-04 09:21,P025,,A,78.51,627,,25.14,476,A,37.13,220,A,5.29,394,,34.06,29,C,30.88,586,,76.64,,B,,832,A,24.85,,A,,748,C,,672,A,,,C,56.22,834,B,24.18,926,,14.11,331
U0040,login,2023-06-04 15:34,P003,2217.16,,,,,65.55,,,,733,A,32.02,17,B,65.11,,B,29.43,864,A,23.06,101,B,6.87,13,B,12.91,,B,26.1,,B,6.66,884,,,492,C,,,C,,48,B,32.22,754
U0304,checkout,2023-06-04 01:30,P010,,C,72.22,600,C,18.62,,,79.8,,,,,C,,669,C,,2,,29.18,280,C,25.28,241,C,,,B,77.83,,B,71.15,,C,36.64,607,,3.13,,C,4.27,943,C,38.3,
U0022,profile_update,2023-06-01 09:08,P028,,B,76.22,256,,,,C,83.82,69,A,58.51,,C,69.85,542,B,81.89,875,,31.74,126,B,85.5,,C,,374,A,44.16,,C,12.73,384,B,,,B,59.72,887,,15.95,847,C,36.39,288
U0010,profile_update,2023-06-05 23:11,P009,2812.23,A,,877,,89.83,524,,80.99,140,C,,495,,69.06,564,,5.35,325,B,27.76,676,A,,578,C,,698,A,91.51,252,B,60.84,407,C,25.99,,C,30.04,899,C,,125,A,8.58,
U0383,profile_update,2023-06-01 22:14,P030,2912.04,C,,61,B,1.92,,B,92.18,,C,46.31,,B,62.89,103,C,27.98,,B,,468,,,461,B,,250,B,77.31,497,,,979,,58.02,861,,27.46,507,,,220,,,212
U0372,wishlist_add,2023-06-01 20:22,P015,984.18,C,25.0,383,,18.11,70,B,71.64,259,B,,,,,,B,13.31,,C,,,C,33.12,294,B,28.75,,B,64.32,803,A,43.7,9,B,55.53,355,C,,,,61.65,,C,3.26,
U0200,search,2023-06-06 08:15,P015,2174.57,,39.77,903,C,35.68,700,C,58.53,177,C,55.89,869,B,55.35,,A,70.93,,A,56.32,783,C,,785,A,19.84,880,,,791,A,43.57,133,B,50.24,803,,,938,B,51.38,597,B,49.48,
U0309,checkout,2023-06-03 01:42,P025,,B,85.19,,B,76.02,301,B,48.2,596,A,,560,,8.22,,A,,515,A,96.79,266,A,15.41,633,,,,C,,984,,56.18,,B,,,,23.39,976,A,,635,B,21.52,260
U0136,login,2023-06-04 07:56,P003,,A,77.68,,A,60.93,166,C,,,C,,643,C,33.52,697,C,32.64,,A,84.69,585,B,59.91,,C,86.61,850,,23.02,228,A,,235,,23.37,,C,,351,B,78.33,291,C,54.28,934
U0358,checkout,2023-06-03 19:48,P016,2844.49,C,52.36,315,C,,865,C,87.62,805,A,,322,C,93.86,740,B,,982,C,,43,A,,445,B,67.56,243,,34.76,,B,57.98,209,A,,623,A,24.17,600,B,11.28,,B,93.39,
U0111,login,2023-06-03 20:57,P017,1467.93,A,27.14,229,,24.28,,B,,516,B,89.13,316,C,44.09,,B,69.84,,B,,,,,408,,28.33,385,B,27.7,556,,21.69,,B,84.88,588,C,38.83,14,,,,,9.79,982
U0106,logout,2023-06-06 02:53,P021,,A,49.28,617,A,42.62,,C,97.49,349,B,,8,C,,301,A,,,A,38.03,145,,,,B,24.76,,,53.78,,B,48.58,192,A,7.92,,,9.11,809,,71.66,561,C,63.23,
U0327,login,2023-06-06 00:18,P024,,A,,860,A,9.87,184,C,84.81,656,A,46.96,486,C,,430,A,9.87,,,73.81,742,B,77.27,630,,,543,C,85.66,708,,87.77,811,B,31.07,528,B,8.28,224,,,904,B,3.77,
U0014,search,2023-06-02 18:01,P015,2535.34,C,,317,C,,641,B,,43,B,92.01,902,B,84.28,487,,23.5,365,B,,222,A,,475,C,,,A,,96,B,,895,C,41.67,,C,14.85,226,,98.84,,A,94.36,807
U0306,checkout,2023-06-03 03:22,P009,,,12.3,706,,89.22,,A,20.1,83,A,76.17,723,C,72.72,723,,,,,,,B,,720,,,460,B,,728,B,32.53,838,,31.97,,B,71.3,,A,,88,B,,
U0073,search,2023-06-04 18:31,P009,,,7.94,18,,8.85,451,B,64.92,11,A,69.29,795,,0.02,,B,,973,,,825,C,30.71,,A,21.87,677,,40.3,149,B,17.34,,A,26.61,576,C,,923,B,65.42,827,A,2.66,383
U0128,page_view,2023-06-05 04:43,P021,,C,32.89,,C,,60,B,,,C,,863,C,,,,48.93,549,,5.73,780,A,,,A,,,A,95.43,794,A,47.44,45,,1.26,861,,36.0,95,A,,703,,,
U0303,add_to_cart,2023-06-01 14:46,P002,,,61.19,,B,0.38,277,B,78.33,269,A,64.03,797,C,,900,,35.45,163,A,43.76,,A,30.74,207,,,52,C,54.5,,,12.65,806,C,62.65,237,,44.33,435,,83.25,96,B,95.32,428
U0041,checkout,2023-06-05 21:54,P008,,C,1.79,476,A,90.87,,A,83.33,,,1.06,,C,,,A,43.38,,,76.74,474,A,7.16,573,B,5.18,428,C,15.91,,B,,,A,,207,,72.02,,A,12.61,682,,,194
U0180,add_to_cart,2023-06-03 13:13,P016,,,52.92,,A,,38,B,,,B,3.81,,A,20.44,367,,,,C,64.46,120,,,,B,,828,A,37.76,,A,39.29,,C,,456,A,84.46,542,,55.01,398,,57.8,
U0282,login,2023-06-03 07:34,P017,1902.84,A,,,C,,,B,50.75,329,C,60.75,186,A,29.27,547,A,29.47,732,,98.55,786,B,,5,,,280,,94.09,549,B,74.56,35,,54.31,445,B,,,B,94.91,953,A,90.51,47
U0206,checkout,2023-06-05 09:34,P028,,B,10.56,53,,33.32,,C,28.97,,A,,602,B,25.09,792,,45.48,,C,,995,,,471,,,429,,60.93,732,C,89.34,273,,0.64,741,,45.63,534,C,87.16,973,A,37.21,454
U0132,page_view,2023-06-04 07:25,P024,103.35,B,75.93,973,C,71.87,,A,,,B,2.62,240,A,,746,C,19.34,605,,61.07,,C,15.51,,B,,991,A,62.1,596,,52.9,118,A,,,A,,561,A,45.87,,C,44.05,
U0130,wishlist_add,2023-06-06 08:31,P006,,C,,,B,20.8,,,92.88,,B,39.46,,A,17.63,536,,0.69,77,,,,C,,10,B,,148,A,,,,49.17,,,89.27,687,A,25.2,599,,43.71,,B,10.22,787
U0291,logout,2023-06-03 19:59,P023,,C,77.88,,C,58.05,68,C,4.27,626,B,39.04,,C,29.59,370,A,10.82,346,C,,,C,13.5,810,C,52.63,,C,27.87,356,A,27.92,,A,,79,B,,796,,32.03,256,C,25.99,682
U0092,checkout,2023-06-02 07:42,P013,,B,55.08,637,A,9.82,459,A,,,A,79.84,724,,19.57,705,C,,776,,85.76,,A,26.27,24,C,,576,A,73.32,215,C,14.11,659,B,1.59,920,C,85.84,344,B,26.06,364,,34.36,
U0269,search,2023-06-05 03:44,P026,,B,55.67,844,B,3.36,,,65.73,657,A,2.64,,A,6.03,604,C,,389,,45.31,910,B,19.55,,,30.01,645,,7.51,,,60.07,,A,65.98,432,,1.88,560,A,4.71,755,C,,
U0039,wishlist_add,2023-06-03 05:34,P003,1791.99,,,400,B,78.69,,C,,781,A,35.42,244,,45.16,,,98.52,351,A,67.47,949,A,83.95,,C,,51,,,197,,82.18,225,B,32.12,,C,,,C,51.82,34,B,27.2,
U0277,profile_update,2023-06-04 21:48,P002,352.21,,26.86,,B,75.08,555,,44.06,,C,34.09,780,A,89.1,482,C,,639,B,70.58,709,A,79.3,545,A,76.6,84,,93.77,328,A,,895,B,68.74,618,B,46.66,,C,28.77,,A,,368
U0383,add_to_cart,2023-06-06 03:53,P011,2181.61,B,2.81,675,B,80.68,840,C,,99,A,54.29,540,A,42.38,,B,14.16,842,A,,,A,67.57,2,C,96.82,985,B,24.5,,C,63.43,822,B,54.9,925,C,65.99,850,B,79.06,557,B,89.21,722
U0195,page_view,2023-06-06 02:48,P007,,C,94.47,930,,46.66,613,,15.65,,,64.96,554,C,,,A,,,B,,171,A,14.67,,A,34.07,646,A,,326,,29.88,6,C,95.98,,,39.85,,,82.21,735,C,8.19,777
U0167,page_view,2023-06-02 08:08,P025,1532.03,C,5.9,,B,,,A,19.65,,B,,553,C,,984,A,,43,B,31.38,,,48.66,188,,6.14,825,,75.54,247,A,53.26,320,,,457,C,76.5,12,B,,,C,48.91,
U0276,page_view,2023-06-02 15:43,P026,,,11.64,,C,,430,A,,465,C,62.64,,C,,,,,,A,14.55,898,,19.06,230,C,59.61,46,C,28.21,,,37.83,,B,73.77,100,,56.51,,,50.82,450,B,,831
U0265,checkout,2023-06-03 03:50,P018,,,99.65,401,A,21.8,222,B,,931,A,,867,B,20.45,415,A,52.54,39,B,59.79,,C,82.93,27,A,53.1,440,A,52.27,,B,,286,C,98.69,780,C,,838,C,93.04,880,A,32.32,
U0264,checkout,2023-06-01 22:54,P006,,C,21.64,527,C,72.23,,,70.37,753,B,16.82,,A,99.25,94,C,,104,,72.44,984,A,71.88,37,C,23.35,172,C,49.12,120,B,40.11,944,,69.52,,,93.46,557,,,661,C,36.87,928
U0087,login,2023-06-06 14:31,P008,951.32,A,70.54,733,A,61.13,476,A,87.73,628,C,92.18,461,A,,378,C,26.47,655,A,67.77,,B,13.17,344,,16.26,,,62.66,738,A,97.04,,B,54.65,430,,67.72,,A,,232,C,,47
U0221,checkout,2023-06-02 20:37,P021,,,56.47,744,,46.24,70,,37.11,220,A,,971,,32.4,,,6.86,295,A,98.45,,B,15.67,338,C,,,C,18.14,64,C,89.92,523,,,,C,51.0,,A,,983,,24.29,404
U0005,logout,2023-06-01 18:23,P010,,C,,53,A,,290,C,77.55,,,28.85,172,B,80.14,521,B,47.99,336,,83.52,219,C,49.42,132,C,31.55,,C,,882,,6.13,678,C,47.28,841,B,72.26,426,B,,908,C,,419
U0155,checkout,2023-06-02 01:52,P006,,,81.87,283,A,4.25,,A,96.93,10,C,,149,A,,,,,639,,83.11,,A,,718,A,19.47,608,C,62.19,,,,,B,46.21,,A,95.5,,A,30.6,,B,80.2,953
U0012,add_to_cart,2023-06-03 20:05,P030,,C,10.92,720,C,19.98,233,,99.95,500,,56.48,,B,71.83,776,C,34.44,947,A,3.12,,B,,,C,,601,A,,592,C,90.03,94,,66.32,575,B,92.57,651,C,52.62,,A,2.21,
U0355,login,2023-06-02 04:25,P020,,B,29.97,55,B,96.35,979,,78.3,,C,,414,A,34.82,904,B,28.54,256,A,78.74,869,C,24.39,95,C,96.14,,,59.18,533,,,,,,110,C,64.66,523,B,31.99,77,A,95.97,725
U0010,checkout,2023-06-05 13:03,P009,,A,23.05,,B,,311,,79.48,,A,,205,C,,28,,,,,8.11,140,A,74.36,251,C,16.01,626,B,91.08,824,B,88.93,,B,,977,A,65.09,694,B,4.4,333,C,76.17,775
U0218,page_view,2023-06-05 18:05,P027,,A,60.26,497,C,53.96,229,,12.15,134,C,25.93,102,,67.35,171,C,10.24,,A,23.68,926,B,68.43,176,B,72.68,546,A,,992,A,61.19,258,C,,,B,95.82,974,,,,A,79.84,
U0122,checkout,2023-06-04 12:20,P030,1162.42,C,78.59,107,B,,311,C,51.64,376,B,62.53,907,C,8.2,391,C,1.7,542,A,,,A,80.34,626,A,72.84,,B,69.86,720,B,,,C,8.54,432,B,32.13,167,,70.83,,A,8.22,379
U0186,page_view,2023-06-03 21:53,P022,1979.66,B,,,C,,677,B,72.84,,B,,329,A,0.18,,C,,887,C,,905,B,84.8,,A,,,C,,460,C,33.03,11,A,37.88,580,,,,B,,903,,,
U0114,page_view,2023-06-03 10:53,P008,2625.13,A,30.55,922,B,,17,C,19.02,149,,,243,C,71.96,751,,51.4,229,A,,583,C,,282,A,42.48,437,B,,,A,47.66,816,B,70.32,,A,31.98,302,A,,369,C,44.23,181
U0023,checkout,2023-06-03 13:09,P015,,C,62.01,212,B,24.66,394,C,8.14,,C,78.18,459,B,,906,A,38.33,632,,,180,B,,823,C,7.37,,C,89.95,435,,,,,27.98,,B,,357,,11.35,644,C,7.94,182
U0212,logout,2023-06-03 14:37,P011,,,48.4,219,C,81.71,,B,,476,B,40.96,494,C,60.35,80,,,903,A,15.45,482,C,74.79,133,A,71.31,839,C,75.86,148,B,,574,,28.41,477,B,59.94,476,B,28.63,334,C,82.17,16
U0183,search,2023-06-03 06:47,P020,294.34,,42.04,56,B,,769,C,1.7,304,B,79.28,158,B,52.03,448,C,72.47,72,A,,858,A,66.83,222,,,141,,61.15,697,,54.77,955,B,97.42,23,,43.6,,C,5.89,168,B,3.03,
U0183,page_view,2023-06-02 18:17,P019,2796.63,A,18.66,523,B,44.35,,,6.07,492,A,12.62,998,B,,742,A,93.24,481,C,30.64,785,C,,,A,84.19,159,C,28.78,762,B,85.27,611,C,39.67,,,1.96,78,A,,812,C,28.35,648
U0158,page_view,2023-06-03 11:12,P027,487.48,C,14.65,696,B,69.39,745,,68.79,382,,7.47,456,B,6.96,,C,,963,A,14.93,642,A,51.77,144,B,,210,,83.19,0,B,74.93,,A,,442,B,68.12,,A,35.2,199,A,,549
U0078,add_to_cart,2023-06-05 00:23,P020,2931.22,,,648,C,,238,,97.03,256,C,68.64,,A,57.36,193,A,38.99,544,C,,,A,32.38,93,A,84.91,374,B,63.13,616,A,60.8,127,,,807,C,27.64,32,C,77.21,739,C,54.62,717
U0282,add_to_cart,2023-06-05 14:04,P023,2115.55,B,20.48,,B,,,,15.59,833,B,72.92,240,C,16.45,,A,,529,B,46.82,58,A,,523,A,27.06,95,,,950,B,,97,,16.44,900,B,,93,,9.11,,,,95
U0203,checkout,2023-06-06 03:15,P027,2031.44,A,0.34,887,B,,581,B,68.91,258,,90.77,467,C,28.08,567,,98.66,175,B,21.42,490,A,57.62,665,,88.38,672,A,13.2,,B,,950,A,93.66,194,,28.93,453,,48.84,73,,,117
U0079,search,2023-06-01 23:50,P005,,B,28.97,,C,13.21,,,37.35,755,B,,,C,76.92,,A,,,,75.88,,C,92.38,864,C,5.54,,C,,,B,67.33,,C,61.19,165,A,,958,A,81.49,509,B,2.02,333
U0017,page_view,2023-06-06 02:46,P014,2116.41,C,24.2,529,,78.66,276,B,73.99,209,,87.55,,,,172,B,,839,C,5.8,562,,2.91,,A,83.67,323,A,,753,A,79.54,271,A,,187,B,,,A,20.84,872,C,43.64,132
U0001,login,2023-06-01 15:28,P007,,B,18.45,134,,23.63,,C,22.77,532,B,43.88,,C,37.14,707,A,,271,C,59.43,,,45.9,288,C,,973,,,834,B,9.01,,C,55.68,218,A,73.8,162,B,74.52,31,,,
